Title,Author,year
Teachers' Coaching of Learning and Its Relation to Students' Strategic Learning,"Hamman, Douglas; Berthelot, Joelle; Saia, Jodi; Crowley, Ellen",2000
Mere Plausibility Enhances Comprehension: The Role of Plausibility in Comprehending an Unfamiliar Scientific Debate,"Abendroth, Johanna; Richter, Tobias",2021
Teacher Behavior and Peer Liking and Disliking: The Teacher as a Social Referent for Peer Status,"Hendrickx, Marloes M. H. G.; Mainhard, Tim; Oudman, Sophie; Boor-Klip, Henrike J.; Brekelmans, Mieke",2017
Family and Community Resource and Stress Processes Related to Income Disparities in School-Aged Children's Development,"Votruba-Drzal, Elizabeth; Miller, Portia; Betancur, Laura; Spielvogel, Bryn; Kruzik, Claudia; Coley, Rebekah Levine",2021
"In Peer Matters, Teachers Matter: Peer Group Influences on Students' Engagement Depend on Teacher Involvement","Vollet, Justin W.; Kindermann, Thomas A.; Skinner, Ellen A.",2017
The Beginnings of Orthographic Knowledge: Children's Knowledge of Double Letters in Words,"Cassar, Marie; Treiman, Rebecca",1997
Subtractive Bilingualism and the Survival of the Inuit Language: Heritage-versus Second-Language Education,"Wright, Stephen C.; Taylor, Donald M.; Macarthur, Judy",2000
Coolness and Admiration Diverge in Early Adolescence among African American Students in Low-Income Urban Schools,"Wilson, Travis M.; Zhao, Jun",2021
The Contributions of Phonological Awareness and Letter-Name Knowledge to Letter-Sound Acquisition--A Cross-Classified Multilevel Model Approach,"Kim, Young-Suk; Petscher, Yaacov; Foorman, Barbara R.; Zhou, Chengfu",2010
An Empirical Comparison of Methods of Sampling Aggression and Victimization in School Settings,"Pellegrini, A. D.; Bartini, Maria",2000
Constructing Written Arguments to Develop Fraction Knowledge,"Kiuhara, Sharlene A.; Gillespie Rouse, Amy; Dai, Ting; Witzel, Bradley S.; Morphy, Paul; Unker, Becky",2020
Beyond Text Complexity: Production-Related Sources of Text-Based Variability in Oral Reading Fluency,"Liceralde, Van Rynald T.; Loukina, Anastassia; Beigman Klebanov, Beata; Lockwood, John R.",2022
Examining High-School Students' Motivation Change through a Person-Centered Approach,"Xie, Kui; Vongkulluksn, Vanessa W.; Cheng, Sheng-Lun; Jiang, Zilu",2022
Not All Sentences Are Created Equal: Evaluating the Relation between Children's Understanding of Basic and Difficult Sentences and Their Reading Comprehension,"Sorenson Duncan, Tamara; Mimeau, Catherine; Crowell, Nikita; Deacon, S. Hélène",2021
"Classroom Emotional Climate, Student Engagement, and Academic Achievement","Reyes, Maria R.; Brackett, Marc A.; Rivers, Susan E.; White, Mark; Salovey, Peter",2012
Creativity and Academic Achievement: A Meta-Analysis,"Gajda, Aleksandra; Karwowski, Maciej; Beghetto, Ronald A.",2017
A Stage-Sequential Model of Reading Transitions: Evidence from the Early Childhood Longitudinal Study,"Kaplan, David; Walpole, Sharon",2005
A Latent Curve Model of Parental Motivational Practices and Developmental Decline in Math and Science Academic Intrinsic Motivation,"Gottfried, Adele Eskeles; Marcoulides, George A.; Gottfried, Allen W.; Oliver, Pamella H.",2009
Subtypes of Reading Disability: Variability around a Phonological Core,"Morris, Robin D.; Stuebing, Karla K.; Fletcher, Jack M.; Shaywitz, Sally E.; Lyon, G. Reid; Shankweiler, Donald P.; Katz, Leonard; Francis, David J.; Shaywitz, Bennett A.",1998
The Influence of Phonological Processing and Inattentive Behavior on Reading Acquisition,"Dally, Kerry",2006
Can Parents' Involvement in Children's Education Offset the Effects of Early Insensitivity on Academic Functioning?,"Monti, Jennifer D.; Pomerantz, Eva M.; Roisman, Glenn I.",2014
Coordinating Visual and Auditory Cueing in Multimedia Learning,"Xie, Heping; Mayer, Richard E.; Wang, Fuxing; Zhou, Zongkui",2019
Emotional Transmission in the Classroom: Exploring the Relationship between Teacher and Student Enjoyment,"Frenzel, Anne C.; Goetz, Thomas; Ludtke, Oliver; Pekrun, Reinhard; Sutton, Rosemary E.",2009
The Effects of Cooperative Learning and Direct Instruction in Reading Comprehension Strategies on Main Idea Identification,"Stevens, Robert J.; And Others",1991
Mathematics Attitudes and Mathematics Outcomes of U.S. and Belarusian Middle School Students,"Lipnevich, Anastasiya A.; MacCann, Carolyn; Krumm, Stefan; Burrus, Jeremy; Roberts, Richard D.",2011
The Influence of Sensory-Motor Components of Handwriting on Chinese Character Learning in Second- and Fourth-Grade Chinese Children,"Xu, Zhengye; Liu, Duo; Joshi, R. Malatesha",2020
"Cognitive Appraisals, Achievement Emotions, and Students' Math Achievement: A Longitudinal Analysis","Forsblom, Lara; Pekrun, Reinhard; Loderer, Kristina; Peixoto, Francisco",2022
Discrimination of Two Aspects of Cognitive-Social Intelligence from Academic Intelligence,"Jones, Karen; Day, Jeanne D.",1997
"Teaching Writing in Primary Education: Classroom Practice, Time, Teachers' Beliefs and Skills","Rietdijk, Saskia; van Weijen, Daphne; Janssen, Tanja; van den Bergh, Huub; Rijlaarsdam, Gert",2018
Using Persuasive Refutation Texts to Prompt Attitudinal and Conceptual Change,"Thacker, Ian; Sinatra, Gale M.; Muis, Krista R.; Danielson, Robert W.; Pekrun, Reinhard; Winne, Philip H.; Chevrier, Marianne",2020
"The Role of Teachers in Bullying: The Relation between Antibullying Attitudes, Efficacy, and Efforts to Reduce Bullying","Veenstra, René; Lindenberg, Siegwart; Huitsing, Gijs; Sainio, Miia; Salmivalli, Christina",2014
Relationship of Morphology and Other Language Skills to Literacy Skills in At-Risk Second-Grade Readers and At-Risk Fourth-Grade Writers,"Nagy, William; Berninger, Virginia; Abbott, Robert; Vaughan, Katherine; Vermeulen, Karin",2003
Effects of Spatial Training on Mathematics in First and Sixth Grade Children,"Mix, Kelly S.; Levine, Susan C.; Cheng, Yi-Ling; Stockton, Jerri DaSha; Bower, Corinne",2021
Relative Reading Achievement: A Longitudinal Study of 187 Children from First through Sixth Grades,"Phillips, Linda M.; Norris, Stephen P.; Osmond, Wendy C.; Maynard, Agnes M.",2002
"Text Comprehension Mediates Morphological Awareness, Syntactic Processing, and Working Memory in Predicting Chinese Written Composition Performance","Guan, Connie Qun; Ye, Feifei; Wagner, Richard K.; Meng, Wanjin; Leong, Che Kan",2014
Effects of a Research-Based Intervention to Improve Seventh-Grade Students' Proportional Problem Solving: A Cluster Randomized Trial,"Jitendra, Asha K.; Harwell, Michael R.; Dupuis, Danielle N.; Karl, Stacy R.; Lein, Amy E.; Simonson, Gregory; Slater, Susan C.",2015
Learners' Questions and Comprehension in a Tutoring Setting,"Fishbein, Harold D.; And Others",1990
Deliberate Errors Promote Meaningful Learning,"Wong, Sarah Shi Hui; Lim, Stephen Wee Hun",2022
Structure of Physical Self-Concept: Elite Athletes and Physical Education Students,"Marsh, Herbert W.; And Others",1997
Test-Enhanced Learning in a Middle School Science Classroom: The Effects of Quiz Frequency and Placement,"McDaniel, Mark A.; Agarwal, Pooja K.; Huelser, Barbie J.; McDermott, Kathleen B.; Roediger, Henry L., III",2011
Kindergarten Domain-Specific and Domain-General Cognitive Precursors of Hierarchical Mathematical Development: A Longitudinal Study,"Träff, Ulf; Olsson, Linda; Skagerlund, Kenny; Östergren, Rickard",2020
Are Morphological Awareness and Literacy Skills Reciprocally Related? Evidence from a Cross-Linguistic Study,"Manolitsis, George; Georgiou, George K.; Inoue, Tomohiro; Parrila, Rauno",2019
Emotion Transmission in the Classroom Revisited: A Reciprocal Effects Model of Teacher and Student Enjoyment,"Frenzel, Anne C.; Becker-Kurz, Betty; Pekrun, Reinhard; Goetz, Thomas; Lüdtke, Oliver",2018
Who Are the Nonresponders to Intervention among Chinese Children Learning English as a Second Language?,"Xu, Qinfang; Tao, Sha; Li, Shifeng; Wang, Wenjing; Li, Beilei; Joshi, R. Malatesha",2021
Keyword Mnemonic and Retention of Second-Language Vocabulary Words,"Wang, Alvin Y.; And Others",1992
Reciprocal Associations between Students' Mathematics Anxiety and Achievement: Can Teacher Sensitivity Make a Difference?,"Aldrup, Karen; Klusmann, Uta; Lüdtke, Oliver",2020
Self-Concepts of Young Children 5 to 8 Years of Age: Measurement and Multidimensional Structure,"Marsh, Herbert W.; And Others",1991
The Retrieval-Enhancing Effects of Decorative Pictures as Memory Cues in Multimedia Learning Videos and Subsequent Performance Tests,"Schneider, Sascha; Nebel, Steve; Beege, Maik; Rey, Günter Daniel",2020
The Benefits of Embedded Question Adjuncts for Low and High Structure Builders,"Callender, Aimee A.; McDaniel, Mark A.",2007
"Classrooms: Goals, Structures, and Student Motivation","Ames, Carole",1992
"A Multilevel Examination of Racial Disparities in High School Discipline: Black and White Adolescents' Perceived Equity, School Belonging, and Adjustment Problems","Bottiani, Jessika H.; Bradshaw, Catherine P.; Mendelson, Tamar",2017
Using Kintsch's Computational Model to Improve Instructional Text: Effects of Repairing Inference Calls on Recall and Cognitive Structures,"Britton, Bruce K.; Gulgoz, Sami",1991
Stability and Change in Student Classroom Composition and Its Impact on Peer Victimization,"Rambaran, J. Ashwin; van Duijn, Marijtje A. J.; Dijkstra, Jan Kornelis; Veenstra, René",2020
A Prospective Study of Participation in Optional School Physical Education Using a Self-Determination Theory Framework,"Ntoumanis, Nikos",2005
Peer Exclusion and Victimization: Processes That Mediate the Relation Between Peer Group Rejection and Children's Classroom Engagement and Achievement?,"Buhs, Eric S.; Ladd, Gary W.; Herald, Sarah L.",2006
Modeling the Relationship between Growth in Rapid Naming Speed and Growth in Decoding Skill in First-Grade Children,"Compton, Donald L.",2003
Children's Reluctance to Seek Help with Schoolwork,"Newman, Richard S.; Goldin, Laura",1990
Beyond Symbolic Processing: Expanding Horizons for Educational Psychology,"Derry, Sharon J.",1992
Animations Need Narrations: An Experimental Test of a Dual-Coding Hypothesis,"Mayer, Richard E.; Anderson, Richard B.",1991
"How True Is Grit? Assessing Its Relations to High School and College Students' Personality Characteristics, Self-Regulation, Engagement, and Achievement","Muenks, Katherine; Wigfield, Allan; Yang, Ji Seung; O'Neal, Colleen R.",2017
Conversational Competence and Peer Response to Mildly Retarded Children,"Hemphill, Lowry; Siperstein, Gary N.",1990
"Where Should ""You"" Go in a Math Compare Problem?","d'Ailly, Hsiao H.; Simpson, Jacque; MacKinnon, G. E.",1997
Early Adolescent Social Status and Academic Engagement: Selection and Influence Processes in the United States and China,"Zhang, Xin; Pomerantz, Eva M.; Qin, Lili; Logis, Handrea; Ryan, Allison M.; Wang, Meifang",2019
Phonological Processing in Children with Specific Reading Disorder versus Typical Learners: Factor Structure and Measurement Invariance in a Transparent Orthography,"Brandenburg, Janin; Klesczewski, Julia; Schuchardt, Kirsten; Fischbach, Anne; Büttner, Gerhard; Hasselhorn, Marcus",2017
"Social-Cognitive Interactions, Motivation, and Cognitive Growth in Logo Programming and CAI Problem-Solving Environments","Nastasi, Bonnie K.; And Others",1990
Automated Guidance for Student Inquiry,"Gerard, Libby F.; Ryoo, Kihyun; McElhaney, Kevin W.; Liu, Ou Lydia; Rafferty, Anna N.; Linn, Marcia C.",2016
Stages in Chinese Children's Reading of English Words,"Yin, Li; Anderson, Richard C.; Zhu, Jin",2007
Making the Grade but Feeling Distressed: Gender Differences in Academic Performance and Internal Distress,"Pomerantz, Eva M.; Altermatt, Ellen Rydell; Saxon, Jill L.",2002
"The Teacher's Pet Phenomenon: Rate of Occurrence, Correlates, and Psychological Costs","Tal, Zohar; Babad, Elisha",1990
"A Motivational Model of Rural Students' Intentions To Persist In, versus Drop Out Of, High School","Hardre, Patricia L.; Reeve, Johnmarshall",2003
Effects of Two Types of Phonological Awareness Training on Word Learning in Kindergarten Children,"Torgesen, Joseph K.; And Others",1992
Autonomy and Task Performance: Explaining the Impact of Grades on Intrinsic Motivation,"Pulfrey, Caroline; Darnon, Celine; Butera, Fabrizio",2013
Teacher Beliefs about Instructional Choice: A Phenomenological Study,"Flowerday, Terri; Schraw, Gregory",2000
Grit and Academic Achievement: A Comparative Cross-Cultural Meta-Analysis,"Lam, Kelly Ka Lai; Zhou, Mingming",2022
"Impact of a Teacher-Led Intervention on Preference for Self-Regulated Learning, Finding Main Ideas in Expository Texts, and Reading Comprehension","Stoeger, Heidrun; Sontag, Christine; Ziegler, Albert",2014
Changes in Poor Readers' Knowledge of Cognition and the Association of Knowledge of Cognition with Regulation of Cognition and Reading Comprehension,"Meloth, Michael S.",1990
Examining Factors Affecting Reading and Math Growth and Achievement Gaps in Grades 1-5: A Cohort-Sequential Longitudinal Approach,"Scammacca, Nancy; Fall, Anna-Mária; Capin, Philip; Roberts, Greg; Swanson, Elizabeth",2020
Math Anxiety Interferes with Learning Novel Mathematics Contents in Early Elementary School,"Tomasetto, Carlo; Morsanyi, Kinga; Guardabassi, Veronica; O'Connor, Patrick A.",2021
Playing Linear Number Board Games--but Not Circular Ones--Improves Low-Income Preschoolers' Numerical Understanding,"Siegler, Robert S.; Ramani, Geetha B.",2009
Absolute Standing Feedback Is More Influential than Relative Standing Feedback,"Zhao, Qin",2022
Thinking and Feeling Poetry: Exploring Meanings Aloud,"Eva-Wood, Amy L.",2004
Do University Teachers Become More Effective with Experience? A Multilevel Growth Model of Students' Evaluations of Teaching over 13 Years,"Marsh, Herbert W.",2007
Long-Term Positive Associations between Music Lessons and IQ,"Schellenberg, E. Glenn",2006
An Evaluation of the Relative Effectiveness of NCTM Standards-Based Interventions for Low-Achieving Urban Elementary Students,"Ginsburg-Block, Marika D.; Fantuzzo, John W.",1998
Code-Oriented Instruction for Kindergarten Students at Risk for Reading Difficulties: A Randomized Field Trial with Paraeducator Implementers,"Vadasy, Patricia F.; Sanders, Elizabeth A.; Peyton, Julia A.",2006
Short and Long-Term Effects of a Mathematics Tablet Intervention for Low Performing Second Graders,"Hassler Hallstedt, Martin; Klingberg, Torkel; Ghaderi, Ata",2018
Early Steps: Replicating the Effects of a First-Grade Reading Intervention Program,"Morris, Darrell; Tyner, Beverly; Perney, Jan",2000
A Model of Mastery Motivation for At-Risk Preschoolers,"Turner, Lisa A.; Johnson, Burke",2003
The Effect of Perceptual Fluency on Overcoming the Interference of the More A-More B Intuitive Rule among Primary School Students,"Liu, Ying; Liu, Ru-De; Star, Jon; Wang, Jia; Zhen, Rui; Tong, Huimin",2020
